		1.61676E+12	OBD	FUL	VIN	OAL	EGT	EVT				
*TS574	866758049135151	1617268608505	GPS:3;N36.405783;E10.147171;27;15;1.67	STT:A42;0	MGR:197	ADC:0;14.27;1;29.04;2;3.73	OBD:31054A410C1CBC310D1B41311925	FUL1:1395				EVT:1#
*TS575	866758049135151	1617269609506	GPS:3;N36.405959;E10.147244;22;20;1.67	STT:A42;0	MGR:219	ADC:0;14.29;1;29.01;2;3.74	OBD:31054A410C1CBC310D1B41311925	FUL1:1415				EVT:2#
*TS576	866758049135151	1617270610507	GPS:3;N36.406049;E10.147292;16;26;1.67	STT:A42;0	MGR:230	ADC:0;14.08;1;29.01;2;3.74	OBD:31054B410C142C310D1241311925	FUL1:1426				EVT:2#
*TS577	866758049135151	1617271611508	GPS:3;N36.406079;E10.147321;14;42;1.67	STT:A42;0	MGR:235	ADC:0;14.25;1;29.01;2;3.74	OBD:31054B410C142C310D1241311925	FUL1:1431				EVT:2#
*TS578	866758049135151	1617272612509	GPS:3;N36.406094;E10.147361;14;68;1.67	STT:A42;0	MGR:239	ADC:0;14.22;1;29.19;2;3.74	OBD:31054B410C142C310D1241311925	FUL1:1436				EVT:2#
*TS579	866758049135151	1617273613510	GPS:3;N36.406084;E10.147409;15;108;1.67	STT:A42;0	MGR:243	ADC:0;14.32;1;29.01;2;3.74	OBD:31054B410C142C310D1241311925	FUL1:1441				EVT:2#
*TS580	866758049135151	1617274614511	GPS:3;N36.406064;E10.147449;17;121;1.67	STT:A42;0	MGR:248	ADC:0;14.25;1;29.19;2;3.74	OBD:31054B410C142C310D1241311925	FUL1:1452				EVT:2#
*TS581	866758049135151	1617275615512	GPS:3;N36.406015;E10.147542;18;115;1.67	STT:A42;0	MGR:258	ADC:0;14.23;1;29.19;2;3.74	OBD:31054B410C142E310D1341311925	FUL1:1469				EVT:2#
*TS582	866758049135151	1617276616513	GPS:3;N36.406009;E10.147587;14;99;1.67	STT:A42;0	MGR:263	ADC:0;14.12;1;29.19;2;3.74	OBD:31054B410C142E310D1341311925	FUL1:1475				EVT:2#
*TS583	866758049135151	1617277617514	GPS:3;N36.406030;E10.147636;17;62;1.67	STT:A42;0	MGR:268	ADC:0;14.22;1;29.38;2;3.74	OBD:31054B410C142E310D1341311925	FUL1:1488				EVT:2#
*TS584	866758049135151	1617278618515	GPS:3;N36.406068;E10.147679;21;38;1.67	STT:A42;0	MGR:274	ADC:0;14.23;1;29.19;2;3.74	OBD:31054B410C1810310D1741311925	FUL1:1501				EVT:2#
*TS585	866758049135151	1617279619516	GPS:3;N36.406118;E10.147716;23;28;1.67	STT:A42;0	MGR:281	ADC:0;14.31;1;29.38;2;3.74	OBD:31054B410C1810310D1741311925	FUL1:1513				EVT:2#
*TS586	866758049135151	1617280620517	GPS:3;N36.406298;E10.147820;27;23;1.67	STT:A42;0	MGR:304	ADC:0;14.29;1;29.38;2;3.75	OBD:31054B410C1810310D1741311925	FUL1:1545				EVT:2#
*TS587	866758049135151	1617281621518	GPS:3;N36.406597;E10.147975;24;23;1.67	STT:A42;0	MGR:343	ADC:0;14.18;1;29.57;2;3.75	OBD:31054C410C1C38310D1A41311925	FUL1:1581				EVT:1#
*TS588	866758049135151	1617282622519	GPS:3;N36.406748;E10.148068;20;28;1.68	STT:A42;0	MGR:363	ADC:0;14.01;1;29.57;2;3.75	OBD:31054C410C18B6310D1741311926	FUL1:1599				EVT:2#
*TS589	866758049135151	1617283623520	GPS:3;N36.406839;E10.148123;6;18;1.68	STT:A42;0	MGR:376	ADC:0;14.07;1;29.60;2;3.75	OBD:31054C410C18B6310D1741311926	FUL1:1613				EVT:2#
*TS590	866758049135151	1617284624521	GPS:3;N36.406880;E10.148129;2;18;1.68	STT:A42;0	MGR:381	ADC:0;14.31;1;29.78;2;3.75	OBD:31054D410C0B20310D0141311926	FUL1:1641				EVT:1#
*TS591	866758049135151	1617285625522	GPS:3;N36.406922;E10.148129;10;343;1.68	STT:A42;0	MGR:385	ADC:0;14.36;1;29.97;2;3.75	OBD:31054D410C0B20310D0141311926	FUL1:1688				EVT:2#
*TS592	866758049135151	1617286626523	GPS:3;N36.406951;E10.148118;13;321;1.68	STT:A42;0	MGR:388	ADC:0;14.36;1;29.75;2;3.76	OBD:31054D410C0B20310D0141311926	FUL1:1707				EVT:2#
*TS593	866758049135151	1617287627524	GPS:3;N36.406980;E10.148082;15;306;1.68	STT:A42;0	MGR:392	ADC:0;14.28;1;29.97;2;3.75	OBD:31054D410C0B20310D0141311926	FUL1:1716				EVT:2#
*TS594	866758049135151	1617288628525	GPS:3;N36.407003;E10.148039;16;300;1.68	STT:A42;0	MGR:397	ADC:0;14.31;1;29.94;2;3.76	OBD:31054D410C1248310D1141311926	FUL1:1725				EVT:2#
*TS595	866758049135151	1617289629526	GPS:3;N36.407059;E10.147920;24;295;1.68	STT:A42;0	MGR:409	ADC:0;14.37;1;29.75;2;3.76	OBD:31054D410C1248310D1141311926	FUL1:1775				EVT:2#
*TS596	866758049135151	1617290630527	GPS:3;N36.407256;E10.147485;34;298;1.68	STT:A42;0	MGR:454	ADC:0;14.35;1;30.16;2;3.76	OBD:31054E410C219E310D2041311926	FUL1:1919				EVT:1#
*TS597	866758049135151	1617291631528	GPS:3;N36.407488;E10.146974;39;298;1.68	STT:A42;0	MGR:509	ADC:0;14.30;1;30.16;2;3.76	OBD:31054F410C1AAC310D2641311926	FUL1:2039				EVT:1#
*TS598	866758049135151	1617292632529	GPS:3;N36.407740;E10.146422;40;299;1.68	STT:A42;0	MGR:569	ADC:0;14.28;1;30.34;2;3.76	OBD:31054F410C1CB6310D2941311926	FUL1:2141				EVT:1#
*TS599	866758049135151	1617293633530	GPS:3;N36.407984;E10.145882;38;298;1.68	STT:A42;0	MGR:628	ADC:0;14.22;1;30.34;2;3.76	OBD:310551410C1B7C310D2741311926	FUL1:2189				EVT:1#
*TS600	866758049135151	1617294634531	GPS:3;N36.408215;E10.145367;37;299;1.68	STT:A42;0	MGR:683	ADC:0;14.19;1;30.53;2;3.76	OBD:310552410C1A3E310D2541311926	FUL1:2225				EVT:1#
*TS601	866758049135151	1617295635532	GPS:3;N36.408448;E10.144856;38;299;1.68	STT:A42;0	MGR:738	ADC:0;14.28;1;30.72;2;3.76	OBD:310553410C1A34310D2641311926	FUL1:2267				EVT:1#
*TS602	866758049135151	1617296636533	GPS:3;N36.408684;E10.144326;37;298;1.68	STT:A42;0	MGR:794	ADC:0;14.28;1;30.72;2;3.77	OBD:310554410C1B58310D2741311926	FUL1:2308				EVT:1#
*TS603	866758049135151	1617297637534	GPS:3;N36.408899;E10.143835;34;298;1.68	STT:A42;0	MGR:847	ADC:0;14.30;1;30.90;2;3.77	OBD:310555410C1956310D2441311926	FUL1:2341				EVT:1#
*TS604	866758049135151	1617298638535	GPS:3;N36.409110;E10.143360;36;298;1.68	STT:A42;0	MGR:897	ADC:0;14.31;1;31.09;2;3.77	OBD:310555410C1816310D2241311926	FUL1:2407				EVT:1#
*TS605	866758049135151	1617299639536	GPS:3;N36.409343;E10.142847;38;299;1.68	STT:A42;0	MGR:952	ADC:0;14.24;1;31.28;2;3.77	OBD:310555410C1A82310D2641311926	FUL1:2475				EVT:1#
*TS606	866758049135151	1617300640537	GPS:3;N36.409588;E10.142327;40;300;1.68	STT:A42;0	MGR:1008	ADC:0;14.28;1;31.28;2;3.77	OBD:310556410C1AD2310D2641311926	FUL1:2553				EVT:1#
*TS607	866758049135151	1617301641538	GPS:3;N36.409848;E10.141765;42;299;1.68	STT:A42;0	MGR:1068	ADC:0;14.28;1;31.46;2;3.77	OBD:310557410C1D48310D2A41311926	FUL1:2645				EVT:1#
*TS608	866758049135151	1617302642539	GPS:3;N36.410121;E10.141178;43;300;1.68	STT:A42;0	MGR:1133	ADC:0;14.28;1;31.46;2;3.77	OBD:310557410C1EB0310D2C41311926	FUL1:2717				EVT:1#
*TS609	866758049135151	1617303643540	GPS:3;N36.410388;E10.140596;43;297;1.68	STT:A42;0	MGR:1198	ADC:0;14.28;1;31.46;2;3.77	OBD:310558410C1E12310D2B41311926	FUL1:2791				EVT:1#
*TS610	866758049135151	1617304644541	GPS:3;N36.410655;E10.139976;44;298;1.68	STT:A42;0	MGR:1263	ADC:0;14.27;1;31.65;2;3.77	OBD:310558410C1FAC310D2D41311926	FUL1:2854				EVT:1#
*TS611	866758049135151	1617305645542	GPS:3;N36.410919;E10.139367;45;297;1.69	STT:A42;0	MGR:1328	ADC:0;14.22;1;31.65;2;3.77	OBD:31055A410C1EEC310D2C41311926	FUL1:2929				EVT:1#
*TS612	866758049135151	1617306646543	GPS:3;N36.411194;E10.138748;42;300;1.69	STT:A42;0	MGR:1395	ADC:0;14.11;1;31.84;2;3.77	OBD:31055B410C2054310D2E41311926	FUL1:2994				EVT:1#
*TS613	866758049135151	1617307647544	GPS:3;N36.411379;E10.138335;24;297;1.69	STT:A42;0	MGR:1441	ADC:0;14.30;1;31.84;2;3.77	OBD:31055B410C134A310D1B41311927	FUL1:3021				EVT:1#
*TS614	866758049135151	1617308648545	GPS:3;N36.411561;E10.137923;33;299;1.69	STT:A42;0	MGR:1485	ADC:0;14.27;1;32.02;2;3.77	OBD:31055B410C1548310D1E41311927	FUL1:3110				EVT:1#
*TS615	866758049135151	1617309649546	GPS:3;N36.411779;E10.137450;36;299;1.69	STT:A42;0	MGR:1535	ADC:0;14.21;1;32.21;2;3.77	OBD:31055C410C18F2310D2441311927	FUL1:3187				EVT:1#
*TS616	866758049135151	1617310650547	GPS:3;N36.412011;E10.136939;37;301;1.69	STT:A42;0	MGR:1590	ADC:0;14.21;1;32.42;2;3.77	OBD:31055D410C1A96310D2641311927	FUL1:3271				EVT:1#
*TS617	866758049135151	1617311651548	GPS:3;N36.412196;E10.136568;24;301;1.69	STT:A42;0	MGR:1631	ADC:0;14.19;1;32.21;2;3.77	OBD:31055E410C124C310D1A41311927	FUL1:3299				EVT:1#
*TS618	866758049135151	1617312652549	GPS:3;N36.412392;E10.136168;33;299;1.69	STT:A42;0	MGR:1675	ADC:0;14.07;1;32.61;2;3.77	OBD:31055E410C14EA310D1E41311927	FUL1:3396				EVT:1#
*TS619	866758049135151	1617313653550	GPS:3;N36.412581;E10.135769;41;305;1.69	STT:A42;0	MGR:1719	ADC:0;14.19;1;32.40;2;3.77	OBD:31055F410C1AEC310D2741311927	FUL1:3495				EVT:2#
*TS620	866758049135151	1617314654551	GPS:3;N36.412726;E10.135565;45;314;1.69	STT:A42;0	MGR:1744	ADC:0;14.23;1;32.80;2;3.77	OBD:31055F410C1AEC310D2741311927	FUL1:3559				EVT:2#
*TS621	866758049135151	1617315655552	GPS:3;N36.413161;E10.134998;52;310;1.69	STT:A42;0	MGR:1817	ADC:0;14.31;1;32.58;2;3.77	OBD:310560410C2294310D3141311927	FUL1:3725				EVT:1#
*TS622	866758049135151	1617316656553	GPS:3;N36.413602;E10.134312;59;307;1.71	STT:A42;0	MGR:1900	ADC:0;14.30;1;32.77;2;3.77	OBD:310561410C1D9E310D3841311927	FUL1:3877				EVT:1#
*TS623	866758049135151	1617317657554	GPS:3;N36.414072;E10.133602;57;311;1.69	STT:A42;0	MGR:1985	ADC:0;14.35;1;32.98;2;3.77	OBD:310561410C1F86310D3B41311927	FUL1:3951				EVT:1#
*TS624	866758049135151	1617318658555	GPS:3;N36.414536;E10.132995;51;315;1.69	STT:A42;0	MGR:2064	ADC:0;14.30;1;33.17;2;3.77	OBD:310563410C1CCA310D3641311927	FUL1:3983				EVT:1#
*TS625	866758049135151	1617319659556	GPS:3;N36.414855;E10.132636;35;324;1.69	STT:A42;0	MGR:2117	ADC:0;14.25;1;32.96;2;3.77	OBD:310564410C18C2310D2E41311927	FUL1:4003				EVT:2#
*TS626	866758049135151	1617320660557	GPS:3;N36.415042;E10.132480;28;317;1.69	STT:A42;0	MGR:2144	ADC:0;14.04;1;33.17;2;3.77	OBD:310564410C0F86310D1C41311927	FUL1:4011				EVT:2#
*TS627	866758049135151	1617321661558	GPS:3;N36.415086;E10.132407;30;303;1.69	STT:A42;0	MGR:2152	ADC:0;14.19;1;33.36;2;3.77	OBD:310564410C0F86310D1C41311927	FUL1:4016				EVT:2#
*TS628	866758049135151	1617322662559	GPS:3;N36.415122;E10.132328;29;298;1.69	STT:A42;0	MGR:2161	ADC:0;14.23;1;33.36;2;3.77	OBD:310564410C0F86310D1C41311927	FUL1:4021				EVT:2#
*TS629	866758049135151	1617323663560	GPS:3;N36.415198;E10.132163;31;303;1.69	STT:A42;0	MGR:2179	ADC:0;14.27;1;33.36;2;3.77	OBD:310564410C110A310D2041311927	FUL1:4055				EVT:2#
*TS630	866758049135151	1617324664561	GPS:3;N36.415248;E10.132082;32;309;1.69	STT:A42;0	MGR:2188	ADC:0;14.14;1;33.14;2;3.77	OBD:310564410C110A310D2041311927	FUL1:4061				EVT:2#
*TS631	866758049135151	1617325665562	GPS:3;N36.415366;E10.131928;34;314;1.69	STT:A42;0	MGR:2208	ADC:0;14.23;1;33.36;2;3.77	OBD:310564410C110A310D2041311927	FUL1:4089				EVT:2#
*TS632	866758049135151	1617326666563	GPS:3;N36.415774;E10.131441;53;316;1.69	STT:A42;0	MGR:2273	ADC:0;14.32;1;33.54;2;3.77	OBD:310565410C190E310D3041311927	FUL1:4245				EVT:1#
*TS633	866758049135151	1617327667564	GPS:3;N36.416367;E10.130786;70;318;1.69	STT:A42;0	MGR:2363	ADC:0;14.29;1;33.54;2;3.77	OBD:310565410C216C310D3F41311927	FUL1:4412				EVT:1#
*TS634	866758049135151	1617328668565	GPS:3;N36.417053;E10.130056;75;319;1.69	STT:A42;0	MGR:2468	ADC:0;14.30;1;33.54;2;3.76	OBD:310566410C1EE0310D4941311927	FUL1:4541				EVT:3#
*TS635	866758049135151	1617329669566	GPS:3;N36.417782;E10.129281;76;318;1.69	STT:A42;0	MGR:2578	ADC:0;14.31;1;33.73;2;3.76	OBD:310567410C207A310D4D41311928	FUL1:4628				EVT:3#
*TS636	866758049135151	1617330670567	GPS:3;N36.418481;E10.128488;75;317;1.69	STT:A42;0	MGR:2688	ADC:0;14.21;1;33.73;2;3.76	OBD:310568410C1FD4310D4B41311928	FUL1:4673				EVT:3#
*TS637	866758049135151	1617331671568	GPS:3;N36.419151;E10.127705;72;316;1.69	STT:A42;0	MGR:2795	ADC:0;14.29;1;33.73;2;3.76	OBD:310569410C1EFA310D4941311928	FUL1:4706				EVT:3#
*TS638	866758049135151	1617332672569	GPS:3;N36.419802;E10.126933;71;316;1.69	STT:A42;0	MGR:2900	ADC:0;14.35;1;34.10;2;3.76	OBD:31056A410C1E90310D4741311928	FUL1:4759				EVT:3#
*TS639	866758049135151	1617333673570	GPS:3;N36.420448;E10.126175;70;316;1.69	STT:A42;0	MGR:3005	ADC:0;14.29;1;34.10;2;3.76	OBD:31056A410C1E1C310D4741311928	FUL1:4806				EVT:3#
*TS640	866758049135151	1617334674571	GPS:3;N36.421105;E10.125453;70;323;1.69	STT:A42;0	MGR:3106	ADC:0;14.27;1;34.10;2;3.76	OBD:31056A410C1D8E310D4641311928	FUL1:4865				EVT:2#
*TS641	866758049135151	1617335675572	GPS:3;N36.421402;E10.125211;71;329;1.69	STT:A42;0	MGR:3148	ADC:0;14.18;1;34.10;2;3.76	OBD:31056A410C1E58310D4841311928	FUL1:4915				EVT:2#
*TS642	866758049135151	1617336676573	GPS:3;N36.421727;E10.125008;73;336;1.69	STT:A42;0	MGR:3190	ADC:0;14.31;1;34.29;2;3.76	OBD:31056A410C1E58310D4841311928	FUL1:4963				EVT:2#
*TS643	866758049135151	1617337677574	GPS:3;N36.422586;E10.124567;74;337;1.69	STT:A42;0	MGR:3300	ADC:0;14.31;1;34.29;2;3.76	OBD:31056B410C1F62310D4A41311928	FUL1:5044				EVT:3#
*TS644	866758049135151	1617338678575	GPS:3;N36.423257;E10.124166;75;330;1.69	STT:A42;0	MGR:3388	ADC:0;14.18;1;34.29;2;3.76	OBD:31056B410C1F9C310D4B41311928	FUL1:5118				EVT:2#
*TS645	866758049135151	1617339679576	GPS:3;N36.423735;E10.123786;77;324;1.70	STT:A42;0	MGR:3454	ADC:0;14.17;1;34.48;2;3.76	OBD:31056B410C1F9C310D4B41311928	FUL1:5189				EVT:2#
*TS646	866758049135151	1617340680577	GPS:3;N36.424520;E10.123068;78;322;1.70	STT:A42;0	MGR:3569	ADC:0;14.06;1;34.29;2;3.76	OBD:31056C410C20C4310D4D41311929	FUL1:5294				EVT:3#
*TS647	866758049135151	1617341681578	GPS:3;N36.425294;E10.122307;79;319;1.70	STT:A42;0	MGR:3684	ADC:0;14.21;1;34.48;2;3.76	OBD:31056D410C20FA310D4E41311929	FUL1:5401				EVT:3#
*TS648	866758049135151	1617342682579	GPS:3;N36.426052;E10.121504;79;319;1.70	STT:A42;0	MGR:3799	ADC:0;14.27;1;34.66;2;3.76	OBD:31056D410C216E310D4F41311929	FUL1:5493				EVT:3#
*TS649	866758049135151	1617343683580	GPS:3;N36.426805;E10.120710;78;318;1.70	STT:A42;0	MGR:3914	ADC:0;14.27;1;34.66;2;3.76	OBD:31056E410C213A310D4E41311929	FUL1:5591				EVT:3#
*TS650	866758049135151	1617344684581	GPS:3;N36.427377;E10.120045;77;313;1.70	STT:A42;0	MGR:4006	ADC:0;14.21;1;34.66;2;3.76	OBD:31056F410C20FA310D4E41311929	FUL1:5665				EVT:2#
*TS651	866758049135151	1617345685582	GPS:3;N36.428023;E10.119138;78;311;1.70	STT:A42;0	MGR:4121	ADC:0;14.21;1;34.85;2;3.76	OBD:310570410C2106310D4E41311929	FUL1:5779				EVT:3#
*TS652	866758049135151	1617346686583	GPS:3;N36.428672;E10.118220;78;310;1.70	STT:A42;0	MGR:4236	ADC:0;14.26;1;34.85;2;3.76	OBD:310570410C2130310D4E41311929	FUL1:5883				EVT:3#
*TS653	866758049135151	1617347687584	GPS:3;N36.429288;E10.117271;78;307;1.70	STT:A42;0	MGR:4351	ADC:0;14.14;1;35.04;2;3.76	OBD:310572410C211E310D4E41311929	FUL1:5978				EVT:3#
*TS654	866758049135151	1617348688585	GPS:3;N36.429872;E10.116291;78;306;1.70	STT:A42;0	MGR:4466	ADC:0;14.18;1;35.04;2;3.76	OBD:310573410C2104310D4E41311929	FUL1:6077				EVT:3#
*TS655	866758049135151	1617349689586	GPS:3;N36.430443;E10.115301;78;305;1.70	STT:A42;0	MGR:4581	ADC:0;14.14;1;35.43;2;3.76	OBD:310573410C20EA310D4E41311929	FUL1:6172				EVT:3#
*TS656	866758049135151	1617350690587	GPS:3;N36.431020;E10.114319;77;305;1.70	STT:A42;0	MGR:4696	ADC:0;14.17;1;35.22;2;3.76	OBD:310573410C211E310D4E4131192A	FUL1:6265				EVT:3#
*TS657	866758049135151	1617351691588	GPS:3;N36.431565;E10.113373;73;305;1.70	STT:A42;0	MGR:4806	ADC:0;14.16;1;35.43;2;3.76	OBD:310574410C1F7A310D4A4131192A	FUL1:6297				EVT:3#
*TS658	866758049135151	1617352692589	GPS:3;N36.432095;E10.112472;71;305;1.70	STT:A42;0	MGR:4911	ADC:0;14.20;1;35.62;2;3.76	OBD:310575410C1DF4310D474131192A	FUL1:6345				EVT:3#
*TS659	866758049135151	1617353693590	GPS:3;N36.432614;E10.111588;69;306;1.70	STT:A42;0	MGR:5014	ADC:0;14.22;1;35.62;2;3.76	OBD:310576410C1DAC310D464131192A	FUL1:6406				EVT:3#
*TS660	866758049135151	1617354694591	GPS:3;N36.433123;E10.110725;69;306;1.70	STT:A42;0	MGR:5114	ADC:0;14.09;1;35.81;2;3.76	OBD:310576410C1D08310D454131192A	FUL1:6497				EVT:1#
*TS661	866758049135151	1617355695592	GPS:3;N36.433623;E10.109871;66;306;1.70	STT:A42;0	MGR:5214	ADC:0;14.31;1;35.81;2;3.76	OBD:310576410C1CC4310D444131192A	FUL1:6558				EVT:1#
*TS662	866758049135151	1617356696593	GPS:3;N36.434109;E10.109035;67;305;1.70	STT:A42;0	MGR:5311	ADC:0;14.28;1;35.81;2;3.76	OBD:310576410C1C44310D424131192A	FUL1:6635				EVT:1#
*TS663	866758049135151	1617357697594	GPS:3;N36.434615;E10.108182;70;308;1.70	STT:A42;0	MGR:5411	ADC:0;14.13;1;35.99;2;3.76	OBD:310577410C1CA8310D444131192A	FUL1:6721				EVT:1#
*TS664	866758049135151	1617358698595	GPS:3;N36.435222;E10.107328;75;312;1.70	STT:A42;0	MGR:5518	ADC:0;14.28;1;35.99;2;3.76	OBD:310578410C1F38310D4A4131192A	FUL1:6831				EVT:3#
*TS665	866758049135151	1617359699596	GPS:3;N36.435849;E10.106467;74;311;1.70	STT:A42;0	MGR:5628	ADC:0;14.23;1;36.18;2;3.76	OBD:310578410C1F94310D4A4131192A	FUL1:6879				EVT:3#
*TS666	866758049135151	1617360700597	GPS:3;N36.436310;E10.105753;74;305;1.70	STT:A42;0	MGR:5716	ADC:0;14.20;1;36.18;2;3.76	OBD:310579410C1F42310D4A4131192B	FUL1:6940				EVT:2#
*TS667	866758049135151	1617361701598	GPS:3;N36.436812;E10.104795;72;302;1.70	STT:A42;0	MGR:5824	ADC:0;14.31;1;36.37;2;3.76	OBD:310579410C1ECE310D494131192B	FUL1:6979				EVT:3#
*TS668	866758049135151	1617362702599	GPS:3;N36.437266;E10.103874;66;301;1.70	STT:A42;0	MGR:5926	ADC:0;14.11;1;36.37;2;3.76	OBD:31057A410C1C94310D434131192B	FUL1:6994				EVT:3#
*TS669	866758049135151	1617363703600	GPS:3;N36.437641;E10.103158;45;312;1.70	STT:A42;0	MGR:6008	ADC:0;14.14;1;36.55;2;3.76	OBD:31057A410C1562310D324131192B	FUL1:7007				EVT:2#
*TS670	866758049135151	1617364704601	GPS:3;N36.437781;E10.102979;39;307;1.70	STT:A42;0	MGR:6033	ADC:0;14.30;1;36.55;2;3.76	OBD:31057A410C1562310D324131192B	FUL1:7011				EVT:2#
*TS671	866758049135151	1617365705602	GPS:3;N36.437821;E10.102873;38;289;1.70	STT:A42;0	MGR:6044	ADC:0;14.13;1;36.55;2;3.76	OBD:31057A410C1562310D324131192B	FUL1:7030				EVT:2#
*TS672	866758049135151	1617366706603	GPS:3;N36.437839;E10.102751;41;278;1.70	STT:A42;0	MGR:6056	ADC:0;14.17;1;36.74;2;3.76	OBD:31057A410C162C310D2A4131192B	FUL1:7049				EVT:2#
*TS673	866758049135151	1617367707604	GPS:3;N36.437886;E10.102474;48;286;1.70	STT:A42;0	MGR:6083	ADC:0;14.25;1;36.74;2;3.76	OBD:31057A410C162C310D2A4131192B	FUL1:7101				EVT:2#
*TS674	866758049135151	1617368708605	GPS:3;N36.437930;E10.102326;52;291;1.70	STT:A42;0	MGR:6098	ADC:0;14.11;1;36.74;2;3.76	OBD:31057A410C162C310D2A4131192B	FUL1:7128				EVT:2#
*TS675	866758049135151	1617369709606	GPS:3;N36.438216;E10.101478;63;291;2.03	STT:A42;0	MGR:6183	ADC:0;13.99;1;36.76;2;3.76	OBD:31057A410C1DB6310D394131192B	FUL1:7265				EVT:1#
*TS676	866758049135151	1617370710607	GPS:3;N36.438488;E10.100505;67;286;1.70	STT:A42;0	MGR:6280	ADC:0;14.19;1;36.95;2;3.76	OBD:31057B410C22FC310D424131192B	FUL1:7384				EVT:2#
*TS677	866758049135151	1617371711608	GPS:3;N36.438692;E10.099488;65;281;1.70	STT:A42;0	MGR:6379	ADC:0;14.18;1;36.93;2;3.76	OBD:31057C410C23FE310D444131192B	FUL1:7443				EVT:2#
*TS678	866758049135151	1617372712609	GPS:3;N36.438825;E10.098534;57;280;1.70	STT:A42;0	MGR:6470	ADC:0;14.14;1;36.93;2;3.76	OBD:31057C410C2164310D3F4131192B	FUL1:7475				EVT:1#
*TS679	866758049135151	1617373713610	GPS:3;N36.438893;E10.098209;51;289;1.70	STT:A42;0	MGR:6502	ADC:0;14.24;1;37.14;2;3.76	OBD:31057D410C1C20310D344131192B	FUL1:7486				EVT:2#
*TS680	866758049135151	1617374714611	GPS:3;N36.438942;E10.098070;46;294;1.70	STT:A42;0	MGR:6516	ADC:0;14.24;1;37.32;2;3.76	OBD:31057D410C1C20310D344131192B	FUL1:7491				EVT:2#
*TS681	866758049135151	1617375715612	GPS:3;N36.438984;E10.097943;43;288;1.70	STT:A42;0	MGR:6529	ADC:0;14.29;1;37.32;2;3.76	OBD:31057D410C1C20310D344131192B	FUL1:7495				EVT:2#
*TS682	866758049135151	1617376716613	GPS:3;N36.439003;E10.097815;41;275;1.70	STT:A42;0	MGR:6541	ADC:0;14.16;1;37.32;2;3.76	OBD:31057D410C1C20310D344131192B	FUL1:7499				EVT:2#
*TS683	866758049135151	1617377717614	GPS:3;N36.438997;E10.097689;40;262;1.70	STT:A42;0	MGR:6553	ADC:0;14.22;1;37.32;2;3.76	OBD:31057D410C1C20310D344131192B	FUL1:7519				EVT:2#
*TS684	866758049135151	1617378718615	GPS:3;N36.438959;E10.097279;49;271;1.70	STT:A42;0	MGR:6592	ADC:0;14.12;1;37.11;2;3.76	OBD:31057D410C1E18310D2B4131192B	FUL1:7605				EVT:2#
*TS685	866758049135151	1617379719616	GPS:3;N36.438996;E10.096767;58;276;1.70	STT:A42;0	MGR:6640	ADC:0;14.13;1;37.51;2;3.76	OBD:31057D410C2846310D3B4131192B	FUL1:7683				EVT:2#
*TS686	866758049135151	1617380720617	GPS:3;N36.439099;E10.095795;68;278;1.70	STT:A42;0	MGR:6732	ADC:0;14.29;1;37.51;2;3.76	OBD:31057E410C248E310D454131192C	FUL1:7817				EVT:1#
*TS687	866758049135151	1617381721618	GPS:3;N36.439222;E10.094672;76;276;1.70	STT:A42;0	MGR:6838	ADC:0;14.22;1;37.70;2;3.76	OBD:31057F410C27F0310D4C4131192C	FUL1:7965				EVT:3#
*TS688	866758049135151	1617382722619	GPS:3;N36.439322;E10.093448;79;275;1.70	STT:A42;0	MGR:6952	ADC:0;14.26;1;37.70;2;3.76	OBD:31057F410C2168310D4F4131192C	FUL1:8073				EVT:3#
*TS689	866758049135151	1617383723620	GPS:3;N36.439416;E10.092161;85;274;1.70	STT:A42;0	MGR:7073	ADC:0;14.20;1;37.67;2;3.76	OBD:310580410C23F2310D554131192C	FUL1:8220				EVT:3#
*TS690	866758049135151	1617384724621	GPS:3;N36.439505;E10.090823;86;274;1.70	STT:A42;0	MGR:7198	ADC:0;14.23;1;37.67;2;3.76	OBD:310581410C2468310D564131192C	FUL1:8331				EVT:3#
*TS691	866758049135151	1617385725622	GPS:3;N36.439604;E10.089526;82;275;1.70	STT:A42;0	MGR:7321	ADC:0;14.27;1;38.07;2;3.76	OBD:310582410C2334310D524131192C	FUL1:8377				EVT:3#
*TS692	866758049135151	1617386726623	GPS:3;N36.439708;E10.088265;81;276;1.70	STT:A42;0	MGR:7441	ADC:0;14.28;1;38.07;2;3.76	OBD:310582410C2238310D514131192C	FUL1:8459				EVT:3#
*TS693	866758049135151	1617387727624	GPS:3;N36.439841;E10.087276;81;283;1.70	STT:A42;0	MGR:7536	ADC:0;14.21;1;38.07;2;3.76	OBD:310582410C2240310D514131192C	FUL1:8535				EVT:2#
*TS694	866758049135151	1617388728625	GPS:3;N36.440020;E10.086552;81;290;1.70	STT:A42;0	MGR:7608	ADC:0;14.10;1;38.25;2;3.76	OBD:310582410C2240310D514131192C	FUL1:8591				EVT:2#
*TS695	866758049135151	1617389729626	GPS:3;N36.440263;E10.085868;77;296;1.70	STT:A42;0	MGR:7678	ADC:0;14.32;1;38.25;2;3.76	OBD:310582410C20CC310D4D4131192C	FUL1:8623				EVT:2#
